n_hosts,EASY_minus_Backfill_mean,EASY_minus_Backfill_ci,pct_reps_EASY_beats_Backfill,EASY_minus_FIFO_mean,EASY_minus_FIFO_ci,pct_reps_EASY_beats_FIFO
120,73.6728617886179,"(0.0, 912.9999996188992)",1.6666666666666667,-2.3528895833333325,"(-27.45030487804883, 7.460698725480729e-15)",85.66666666666667
64,1562.09869273374,"(404.3166383384147, 2535.778196646341)",0.0,-1572.431924186992,"(-4028.448296875, 520.5147705792672)",92.66666666666666
