policy,n_jobs_completed,avg_jct_min,p95_jct_min,makespan_min,mean_gpu_utilization,fragmentation_rate,backfill_admissions,n_hosts,boot_rep
FIFO,651,104.7999539170507,319.0,10115.0,0.22754411455758777,0.0033422459893048127,0,120,22
QSSF_proxy,651,101.21459293394777,299.0,10115.0,0.22754411455758766,0.03163992869875223,6,120,22
RF_SRPT_proxy,651,101.21459293394777,299.0,10115.0,0.22754411455758766,0.03163992869875223,6,120,22
Backfill_FIFO,651,100.63855606758833,307.0,10115.0,0.22754411455758763,0.005793226381461676,36,120,22
Wind_proxy,651,100.8305683563748,307.0,10115.0,0.22754411455758763,0.005570409982174688,51,120,22
PredSched_LLM,651,100.9657296466974,299.0,10115.0,0.22754411455758766,0.016488413547237075,3,120,22
FIFO,651,119.63818740399388,351.0,10115.0,0.20647912856318995,0.003098373353989156,0,120,23
QSSF_proxy,651,119.54909370199697,351.0,10115.0,0.20647912856318995,0.003098373353989156,2,120,23
RF_SRPT_proxy,651,119.54909370199697,351.0,10115.0,0.20647912856318995,0.003098373353989156,2,120,23
Backfill_FIFO,651,119.54909370199697,351.0,10115.0,0.20647912856318995,0.003098373353989156,4,120,23
Wind_proxy,651,119.53680491551462,351.0,10115.0,0.20647912856318995,0.0028401755744900596,4,120,23
PredSched_LLM,651,119.54755760368667,351.0,10115.0,0.20647912856318995,0.003098373353989156,2,120,23
FIFO,651,126.26800307219662,401.5,9047.0,0.3017375476677352,0.004598257502420136,0,120,24
QSSF_proxy,651,125.7057910906298,401.5,9047.0,0.3017375476677352,0.018635043562439498,19,120,24
RF_SRPT_proxy,651,125.7057910906298,401.5,9047.0,0.3017375476677352,0.018635043562439498,18,120,24
Backfill_FIFO,651,125.7057910906298,401.5,9047.0,0.3017375476677352,0.004598257502420136,41,120,24
Wind_proxy,651,125.7057910906298,401.5,9047.0,0.3017375476677352,0.00484027105517909,41,120,24
PredSched_LLM,651,125.71345622119817,401.5,9047.0,0.3017375476677352,0.013552758954501452,18,120,24
FIFO,651,102.66010752688172,258.0,10115.0,0.14790612951062776,0.004710446106954835,0,120,25
QSSF_proxy,651,102.6447465437788,258.0,10115.0,0.14790612951062776,0.004710446106954835,3,120,25
RF_SRPT_proxy,651,102.6447465437788,258.0,10115.0,0.14790612951062776,0.004710446106954835,3,120,25
Backfill_FIFO,651,102.6447465437788,258.0,10115.0,0.14790612951062776,0.004710446106954835,4,120,25
Wind_proxy,651,102.64628264208909,258.0,10115.0,0.14790612951062776,0.004987531172069825,1,120,25
PredSched_LLM,651,102.64625192012288,258.0,10115.0,0.14790612951062776,0.0024937655860349127,0,120,25
FIFO,651,112.42668202764978,515.0,10115.0,0.18124043499752832,0.0036813042334998686,0,120,26
QSSF_proxy,651,112.35136712749616,515.0,10115.0,0.1812404349975283,0.0036813042334998686,5,120,26
RF_SRPT_proxy,651,112.35136712749616,515.0,10115.0,0.1812404349975283,0.0036813042334998686,5,120,26
Backfill_FIFO,651,112.34520737327189,515.0,10115.0,0.1812404349975283,0.019458322377070732,11,120,26
Wind_proxy,651,112.37132104454685,515.0,10115.0,0.1812404349975283,0.014462266631606626,19,120,26
PredSched_LLM,651,112.68625192012288,515.0,10115.0,0.18124043499752826,0.0076255587693925845,6,120,26
FIFO,651,172.9306605222734,776.0,10115.0,0.33592595979568285,0.019314472252448315,0,120,27
QSSF_proxy,651,154.15029185867894,702.5,10115.0,0.33592595979568285,0.0035364526659412403,25,120,27
RF_SRPT_proxy,651,154.15029185867894,702.5,10115.0,0.33592595979568285,0.0035364526659412403,25,120,27
Backfill_FIFO,651,155.27012288786483,650.0,10115.0,0.33592595979568285,0.004080522306855278,48,120,27
Wind_proxy,651,156.20867895545317,776.0,10115.0,0.33592595979568285,0.004896626768226333,44,120,27
PredSched_LLM,651,154.2009677419355,702.5,10115.0,0.33592595979568285,0.009521218715995648,22,120,27
FIFO,651,124.65983102918587,555.5,6257.0,0.2655688462255607,0.001366867140513942,0,120,28
QSSF_proxy,651,124.5599846390169,555.5,6257.0,0.2655688462255607,0.0019136139967195188,10,120,28
RF_SRPT_proxy,651,124.5599846390169,555.5,6257.0,0.2655688462255607,0.0019136139967195188,9,120,28
Backfill_FIFO,651,124.5599846390169,555.5,6257.0,0.2655688462255607,0.001366867140513942,12,120,28
Wind_proxy,651,124.5599846390169,555.5,6257.0,0.2655688462255607,0.002186987424822307,12,120,28
PredSched_LLM,651,124.55537634408603,555.5,6257.0,0.2655688462255607,0.0016402405686167304,7,120,28
FIFO,651,99.08061443932415,371.0,9047.0,0.23300071156184374,0.007063882063882064,0,120,29
QSSF_proxy,651,99.08061443932415,371.0,9047.0,0.23300071156184374,0.007063882063882064,0,120,29
RF_SRPT_proxy,651,99.08061443932415,371.0,9047.0,0.23300071156184374,0.007063882063882064,0,120,29
Backfill_FIFO,651,99.08061443932415,371.0,9047.0,0.23300071156184374,0.007063882063882064,0,120,29
Wind_proxy,651,99.08061443932415,371.0,9047.0,0.23300071156184374,0.007063882063882064,0,120,29
