n_hosts,policy,mean,std,ci_2.5%,ci_97.5%
120,EASY_Backfill,215.25581016260162,229.57092540541626,98.55158727134146,1096.4405255335341
64,EASY_Backfill,2184.592410010163,636.6279217192789,802.067927210366,3331.0678136432925
