host_ip,observed_max_gpu,capacity,DSW,PSW,ASW
617aa776df32ea31370751396b7cc3326a67cb452ec2762981d3efabe7ea80cd,8.0,8,G6,P12,S8
61c732d43ef38f197349b639574a7a4ef80516ec4f966f6d2b1ad3550f65e68b,8.0,8,G6,P12,S17
61d52f1cfefbfefee27e35d34e77998d2ce23c866ccc494ef1c2e64c8386b720,8.0,8,G6,P10,S35
61dd78b4be0de1b4a85f70ae061fadf3602196219d10840b09132a4cdb79bf77,8.0,8,G6,P10,S17
62125085e647e314edeff6bd982284cabc0d3d8edacf71498fcfcff91b64aaa4,8.0,8,G6,P12,S15
62a91268e1233ee36a12c62175dfe61ac2c9d35c8aa1c8e1b52a8cfb375d4370,8.0,8,G6,P12,S21
63382215bd42c199ae53694d7c72844c661ea6379b5153c0089b3fbea84b2830,8.0,8,G6,P10,S7
63a99cc3d28bd905000ce6e11922347c1361c3376d58101cf5e10fdb5b43d79d,8.0,8,G6,P12,S29
6461b4f336e131c483d7ac5bc9087f4fea9c09df6a544429396db6bdb9790e1b,8.0,8,G6,P10,S7
64b11e450ebe02e0c74fff45ba3fbb6adf6a5ff2af8ae82c5d348928a094a3a4,8.0,8,G6,P12,S24
64d6b69b9e6cdf88f4142968f1928986388069cf34f2b929f5c6eabcb3620952,8.0,8,G6,P12,S4
652e027e558c4871da8947664dd344b5920565c56964246df0eeb7487bdb7d27,8.0,8,G6,P10,S24
65a95615117d8f6d8439e37c38f4b5b60529654cfb3c47758ad5da7cc75bc7eb,8.0,8,G6,P12,S6
66215e16b8534ff1377492b982bfde554277ba032cca3e081b6b161da464f60c,8.0,8,G6,P10,S28
6666698a0fc4b2dc7286c61f7859f89e279c70e73943b675c09de426ee5ebad6,8.0,8,G6,P12,S20
66b33e9a0eee63928c4a74317ba74d2731e8f97e29eb1157d5f7711f7aed18c1,8.0,8,G6,P10,S6
66d12da7cd968a2546b9cddd99feaf2250522826d736e2091dc9c461ab6ab46d,8.0,8,G6,P10,S1
67413efb52ff5c027980806efcf4a8c530bab9679658cbd99896be5956b9c882,8.0,8,G6,P10,S13
6783ba082a72e8f54afb202c88e6cc2239bbb904dd32f85c9ac893c524db33cf,8.0,8,G6,P12,S28
680782ac4d6c1d16c3fab7bdeda4994f33fc1c7c21d7d86583f550e8aab9aa9e,8.0,8,G6,P10,S23
6820d16c52d7d3e404dc13a324da6bb7ca648ae478f1694310d2f5773d60b7a2,8.0,8,G6,P12,S11
6874b5d156fc864f719aa2dbedfc28aa29b289e66cb6cd1671b4cc42f9f7df9d,8.0,8,G6,P12,S2
6933069329674f2438a5701dd8163f2b32aa82eded8085f9faf1264af499a497,8.0,8,G6,P12,S7
69746a2cc17b37b8c270533c86444d1db5323e6b1df44de619de75d038d07306,8.0,8,G6,P10,S2
6998a70197b4cb335c864e173e9b6164ff08b8bb3713ca2975a388e9361a9807,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
6a15d1507389642bf67eaa05082547aa37af00dca53ef1cba57ac60663ce918c,8.0,8,G6,P10,S20
6ac646747a2e51733d849563faf1e4154e94547c182cb67c21370790bd1f66fb,8.0,8,G6,P12,S30
6ad311d769bff088cdaccebfe317913d75c9ddeaf6a2e275880af638e388fae8,8.0,8,G6,P10,S11
6b6eaf57c35e859286a4675bd514de8dd7be479f416982663fb0c2744a6188c8,8.0,8,G6,P10,S45
6bfdcaa11ca68c3b2b4e8d5eb5b25e51872f7c07bbfbecc6e3480ec350142b5d,8.0,8,G6,P12,S14
6c0b901edd862a5bd759885339f1beb24632409b6884c34f461c1a9e6fd4d3ed,8.0,8,G6,P10,S9
6d2064dd38b16d4dc252570f6d1b4c9aa830b8990470b99b895bcbf6a3d055c2,8.0,8,G6,P10,S6
6d5d92b79895a9eb36b2dea59425f6db1a29193d6893e2cbe5b038526b924214,8.0,8,G6,P12,S23
6db5246d73f362e4497e734f043b6bb7233f0c1a41ec47d2439e96a856607732,8.0,8,G6,P10,S14
6dde55140ad3a9820c2037db5409328b9e8e167b57862c3d2befdd9d45b9cd04,8.0,8,G6,P8,S27
6f7f5f796213ffd191d2a737793e7c958522c32fd5fc196aa36df14107deb159,8.0,8,G6,P12,S22
6fbe946aebe20508b25fc68d3dd95bfc49377e7fb83347fa9be18058a924ae9a,8.0,8,G6,P8,S21
6fd71f7b884d8b91276b939e579463532a457dcc3c8214f19aa9b26404f06c9f,8.0,8,G6,P12,S1
71231b18c0c665820e8c95eb67d6ccd8ace969bfdc79444fd6a0d9d966af22f6,8.0,8,G6,P12,S5
7182890d5851c7527a99f1e06351db8e9e8621b38ca643e7dc2ca003afbefd2d,8.0,8,G6,P10,S47
71d8928c368ea91632efcb839ac4b6c0345689c7cdc8f0df577f3a92b8b760f1,8.0,8,G6,P12,S18
71e60564e29d569450f7247297e55c560cc1e2bd7538396eda8a543ab56c143e,8.0,8,G6,P10,S36
7224a543fb99ba5ed6a4a838b0a94d74dc741b8adc4b4f43a03b37bb877b6cb7,8.0,8,G6,P12,S10
7381fd99f4d0e21068a72f4ce3e3fb4e121df12ffba599137b9e90d7d21294fe,8.0,8,G6,P10,S15
73c330fde6161d9c321bb51d8ccf700f339b7a52e73d821885e4c8615a4936bb,8.0,8,G6,P10,S43
758f121d34b42528bb6c626b9f290e75fe9e6492f03e0d239e13aa5d6b6f09f2,8.0,8,G6,P10,S4
759d489c5599070ca350911eab658bef6d6bc09c10f0b61c81abc2055415ef02,8.0,8,G6,P10,S32
76808525954c62d4eb44fa355ebf150919210672cfd62c1870ae6488837efca3,8.0,8,G6,P12,S17
76c100e6beb07fa31580d3a574f0d010cfe66950bc71cb0ffacc00fa7f0b7d17,8.0,8,G6,P10,S31
76ecc3dd56e56940e45c71b5b514c8d33f785a8ef0c7bc35a70771aa85245257,8.0,8,G6,P10,S43
76f676c193cdb8d2892fc92cbe58cf2a357c917ddf0d845c926edd859ba1790c,8.0,8,G6,P12,S16
77436d11344320b662b60bee7fda5a09a86697e9ccfd9e1a91574bc3c30c34f8,8.0,8,G6,P12,S21
7762391d42d8b194690c4bff892c402eba653e012fff4eabb8e7c6c9efec5c61,8.0,8,G6,P10,S1
77691a53c1c9b77f6ac4c24ea93173be605acff94e3a3de0c7b309c461ea65ec,8.0,8,G6,P10,S32
784b72bd9141c9123a513d5908b7f5d548dd63aeecd8b2ed8e3a0aa13150ac54,8.0,8,G6,P10,S40
784dd6928d3c8fe021e873761df706dc4df5645bfaf35e9ce7f3b8dcf8ce9fe3,8.0,8,G6,P12,S8
7889971542073d4e82208ba7639f80bd07b03c0eac509b90c02762087e9aa401,8.0,8,G6,P12,S11
78a24bb45920922b630f44a9f2faa5ca6710860e8fefb283d9a92f9743953f14,8.0,8,G6,P12,S2
78d8219354812e55d84c9558e6dc43fa2c38616433df3749b3067f7794827437,8.0,8,G6,P10,S35
793bbb2a5a7663e66a865a7f698c47847010e2fb9678d54919e05ee12f76f75a,8.0,8,G6,P10,S33
7956495925abf3397339a8cdb384c12fb781f86246ee3b3f9bb58ae512f42160,8.0,8,G6,P10,S25
798edb544e10cf12c312ede3079aa5febc88a1bdc429b58a1304adad9baf213c,8.0,8,G6,P10,S3
7a285ac0e4657c32e6c34c2f5cabfe7ed1c80fc11ebd1d177f3627af79ba6730,8.0,8,G6,P12,S13
7aa12a9790ed8ef6fdb26967f50b17667b5c6fe1b1632444377f65f510d42457,8.0,8,G6,P12,S24
7ac079e8e16d3953d70cc2a9eef4963f2cb6d82500ff6bf486d4500add43c0c2,8.0,8,G6,P10,S33
7acd990b9db2ffb8b982727c3463746e7c25e0f215c28f82f0f55a49ed0ab793,8.0,8,G6,P8,S26
7afefd13b8fd950c26f3f9287e914edbc4d318586682182a79e3b537c7d5bc72,8.0,8,G6,P12,S16
7b8599524ac73d2ca968b05db83f2ffeb1ded25e326c1956b2fae215caa98616,8.0,8,G6,P12,S2
7bbd195d536e3775850b8fa81c7f401239f860045c76926d7f366303b8067507,8.0,8,G6,P10,S38
7c4f1d507c74fbe18a6021436ff08424bccb185e2d7395d8cf8afe44fb536ee1,8.0,8,G6,P10,S47
7c88b8e7c1941cac0e074d03c9267bf1a0fd29cc81fd4b42001af05613af7224,8.0,8,G6,P8,S19
7c8cc9040476e0e721a180d56ce58eb426f8211b02d4b390562c6870554dab82,8.0,8,G6,P12,S30
7caed749d272f14d25f4dce16a4bd4f37461b9cbc50487108bd96f2be87f291e,8.0,8,G6,P8,S23
7cb0a7c41beaae533ea82b246e0068a70eda6034b43a4e3493e179d18822e169,8.0,8,G6,P10,S12
7ce6674ac81b246a2419f4899545695426c635a91781d99777448f0eccacb768,8.0,8,G6,P10,S17
7cfac1cdf25c540f97d404a82a22553a88257af1d68378c35b3cb2a92c7d6a70,8.0,8,G6,P10,S10
7d1473e1ff1d17f07c107dda540eaf1a0b7b091595542a68f316c1ff04500981,8.0,8,G6,P12,S20
7d4c773d50eeb4d430e74d6241f0f8595a5058018e950ac886ce2f9a428aa5e3,8.0,8,G6,P8,S29
7dda98a9119e6de31d54cc391210a3652a4ff086e9450b95a013eef62374dd95,8.0,8,G6,P12,S18
7e456bac5026bb75804ac4b8e142440bbd9feb859446a0c18f66978ebb9d20e8,8.0,8,G6,P12,S22
7e581744c02ae0fc880cba9c0db561ed2d9da13c92211896aa15d69643291cda,8.0,8,G6,P10,S18
7e9ddd7d0cdf67d8fd24f9573267ac90ed95772c0575494e6c19157e1d68395d,8.0,8,G6,P8,S21
7f2a42f4d02e102710108e3a21f1f7fe317083ff3611f5c856899c1b0e92fb95,8.0,8,G6,P12,S13
800fb6300f74d1012cccc0b2082e678e2e28cb05c67a873aae47deb48b1c30ab,8.0,8,G6,P10,S17
805a099ada4cfcfa7468a91c0e4dea4850b12cbb52451cc8cbd6243cc92f9e84,8.0,8,G6,P8,S23
81a6bcc9a170d2722b690c64573ad1ef622dac31664175e75b3015004d26aa24,8.0,8,G6,P10,S45
82102cc926224a82c7d6fee576869b29e5dcebc4fef1b0abbabf1011574e15f1,8.0,8,G6,P10,S15
8218b111fe7ca7285ad468f3a6fe2bb2549ea65074810a6085da9a680e690070,8.0,8,G6,P12,S12
825ed7781d02990a7154d84225e98f683f2bf272c0930b623d3735f9ceb1a986,4.0,8,G6,P8,S27
8359428da28a785b899aaaf2e3aadf7ebf0222579cdc6cdcd4c6c2ea1c032189,8.0,8,G6,P12,S27
83df3ae0eaae8620fd048305de5b8dbae81f0816e0c415c577035cde324db51c,8.0,8,G6,P10,S11
844007bcff9b5d91c992f2cee0ff36a793f820e841e1f3be1f35ee3dc0468aa1,8.0,8,G6,P12,S12
84a0971344d3e75290262c43f91fa5895f8c4d77790859faf229630c284bb552,8.0,8,G6,P10,S19
84ab41382d277daafba7683cbddcb8b0ed7af81b8e166f8bda6f37f3f53b5770,8.0,8,G6,P12,S7
850f875d24180c1b99d0d52398b978c1656d9fd22dcaabd0107a484b5e54db2b,8.0,8,G6,P10,S45
852a8fa2797796cd7909609ab7e4a98ba721d6a0a14e47a4f333c1f7e75c1914,8.0,8,G6,P12,S30
855c5fbd856139904b956bed21de7bf3258eee353046fac26d6cea5036aa8e33,8.0,8,G6,P12,S8
855d39e8df7ad4e4cb98eb28cf23ea94593aa704e646e85f12bc73c50158b285,8.0,8,G6,P10,S4
8577e9a59013bb6281889035f6cdcd309672f863662b9db07c98e5fc70056085,8.0,8,G6,P12,S29
85c439148381bfcc3fda2b3a19fb20e8d7eb3f24af092d92a7eeb247a304c063,8.0,8,G6,P10,S7
85eb1326a5aefdd45529fe203f732de41ba0e638aa5aae485681fde489e60a0d,8.0,8,G6,P10,S33
85facd4305eb3d375c44b132c1169385d78de0858fab4f1da6343fa2188b7bb3,8.0,8,G6,P8,S27
8642438d7ac0ee39f35ea218caad2b3f60e42341c09368b938fe9e33ec1ee594,8.0,8,G6,P12,S32
8660d0b185c700896a8aebdc3e865c8f421b61f825a7bf9e8ca7f5adf7b87528,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
866cc8198d496b6ef41a9eb8952aea861dac273f4d0df1d6687be404b0ddb55c,8.0,8,G6,P10,S6
86a44e5931f46338c7ae40966c2c49bd061ae0ad89317e02b026aba5e79c60f5,8.0,8,G6,P10,S41
86bb29e5c1e335ee9219e97083a1c9a392d4aa5ff68f7d4ba7c058d344b4f1c4,8.0,8,G6,P10,S36
881c883f4d8f2d7be3bb0fbc4a4975cc210280fccca4cb1d5a52540ce945b762,8.0,8,G6,P10,S10
884e26f01ce0d124641ac9ec5fcd9dbc1bb7c403a450d802c3dbeec1f3297450,8.0,8,G6,P10,S20
88a634689439167ac78c43c84ff3200b08a3c3fa0f6d9bd12268aa3c810cf0ae,8.0,8,G6,P10,S6
890c1afd78a40574f10c2b30986fc0e0865520613ec3e391151e3a325837af72,8.0,8,G6,P12,S10
897e5287840a88e0a86319762b40e1677fd64629c7bfcbb893977b8f4cada590,8.0,8,G6,P12,S16
89ab06b777f297ae191ebd7f9d410719849410423a973bce31c4623bc76d65f1,8.0,8,G6,P10,S13
8aa684050d8cfe35c9d6e5414fae2807d3e84f701c684283fe13376da4d01e31,8.0,8,G6,P12,S9
8ac725fb8c9c9a3c28480f99d7d3f6a8663da47a42b8e08b37ec153dbcd4edca,8.0,8,G6,P12,S24
8aedd53a5e4d6d02e824ac68328da5f29411ce138426e1a13437107f44c066f5,8.0,8,G6,P8,S18
8b137799a315499d15d7149ecc5f64998dfe92f85f51d79e455f60624a5d3de5,8.0,8,G6,P10,S42
8b7404432578a4a42f03e1fd48c96cb21e7cfdc1a92e6fdef13046d8d5a059dd,8.0,8,G6,P12,S26
8bd29cd3a6c570901c5ce23aa0a5557266068fc370e1e4188f056b2fdae24944,8.0,8,G6,P8,S23
8bdc266df992565b565dc2148d328038c2deb9cddc2c7c215e99d3a21273a09a,8.0,8,G6,P12,S19
8bfdc1a3c1b5fae2b5022ecd56b07f9d16394ed15e92d9092c97540b548df5a6,8.0,8,G6,P12,S13
8c4f68dce76f889c5fe5b2a6cadd30069c2627d63836fa1eb0974727e9579a60,8.0,8,G6,P12,S30
8c9e2676d38c73178d8991e7d3d1c29bd850f536ada87597d5d2b12233315a6c,8.0,8,G6,P12,S23
8cd1544f40442d3a19722dd22c303a0da592ac484e2e59f480ac3b14847466a5,8.0,8,G6,P8,S19
8d0635c50ca8d6996bc60c4f13607bc1284dbd6bcb25c64286469e435f6585bf,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
8d14b1c515614997af0325f45ffdf831a921de6f7a16ad3c5e193bf3fcbbac01,8.0,8,G6,P10,S2
8d716308eca5a0fe49e11f7d1128c31b22fb725f9ec04ac79022429daf766b08,8.0,8,G6,P10,S21
8d7b9d95f2a828ea10a28ce588180321a1be729c0f5dace889c2261e1e95fd1d,8.0,8,G6,P10,S3
8d85868eb0ed0cb0b2c238194841e8c4d78dba3e6cdc66ecd4c928f8b5119694,8.0,8,G6,P10,S31
8ebeebcafd396f9aaffe8870462371aa108149092f5e785136d3036a00e3ed36,8.0,8,G6,P10,S4
8ec7b186757d73425d80bc627e105dbf3bd1209dff39522595e3eec19e8d22e8,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
8ef4bb66e88b4ab6266750b764e3ace97891efeb720d047fbe491106666ecce8,8.0,8,G6,P12,S26
8f71407ed9646a41cfd18cc2d15d661c505d357f1ad49caf0677509be52754ed,8.0,8,G6,P12,S19
90233abccdc31086ac5034ebdece9ee8140c629d079105377e0087397a2183fb,4.0,8,G6,P8,S27
9039f92a84c4a6ec554d9239ac07a6ece9b0ba8a9770d1e1d20ac12354aaabc4,8.0,8,G6,P10,S23
90565361527d367cb2cb18c428a9ded5e29227a36ec8d958c2618fc5f8c5ebc9,8.0,8,G6,P10,S47
90d73a8ff2585ea277e99f3f01de57ee357e8018ac21a41c1e9d638df5ac5209,8.0,8,G6,P10,S39
90fef476e62b8b4b0f07ef076c133c75bd9993d5546d7070e324379c208d7e72,8.0,8,G6,P10,S10
9186370a77bfcb8459886f222827324bd0ed01e7361180fee4b30ae3ac5bbc61,8.0,8,G6,P12,S26
91897b8cd524c15d815abbc2914c9c691685a0018c29a5a6980d30312ae09f52,8.0,8,G6,P10,S46
9213e14dba6eb0d641b8d76b1b488be4e3a0b8ea13d8cc8cebd84f3fd5d78e43,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
931e2b5303ad17ad1632a92d75d503163d05102bcd2837d1fd1459ba3c4601ce,8.0,8,G6,P12,S14
93354a4521f198495e21d33f5dbf0d998a98adfc25dd488c4d9f488b2d514ce6,8.0,8,G6,P12,S18
93b66cfce47b4224529343b15157258ccd982b88bb0cfe1e58edae587b98cbe7,8.0,8,G6,P12,S26
93d6c9cadc8bbe91119d651c7d1bdf34a5c2f2645c8c14d831c36479c3274b69,8.0,8,G6,P12,S15
93de899743acb06a5fc647679f38ca308b4c37fd290322414a0e1781922d1f63,8.0,8,G6,P12,S19
93ef237b34fcd484de3e7d23ebadf3c2872841138d9cf5cbbc6e4c7b90592f99,8.0,8,G6,P12,S4
942c8b97baafb6e80f2e871b4106e8cd47ff1a925bc3e5a9378c022655af3532,8.0,8,G6,P10,S7
949146aad25954a78fd59091c5cb9b58da0cf529a75d736592c4100153978c99,8.0,8,G6,P12,S29
949b9ff9a1c3005e1fb07a61f21d4d8204d3c8ae6e5725d222152aec3e2ec81d,8.0,8,G6,P10,S15
9511de85e6ff22a015d09656e5761593071617fd63849b57b49945909fa8e670,8.0,8,G6,P10,S3
96574f437d0dbfd920d39af00f31be36fc32bb43bb1b3522a4272d26d954384c,8.0,8,G6,P12,S25
988af3ed1fe7c18f2f228669bf319447f069407ec8c20b42fd3c74b89afb2a43,8.0,8,G6,P12,S18
98ad550dbac5786139ae978a6642f60ffd7419e7a92ac552c0da2daa3d34908c,8.0,8,G6,P10,S11
994af8376373c50bd68b4a340595331923881628d4e9bac44d8938d4e90cfc9e,8.0,8,G6,P8,S18
999fd19b7d5dbed1f4305a36aef23c060286097703862b60a9efc359fc08eee9,8.0,8,G6,P10,S9
99becf8368ffd875b7427c638393805310f415f19ec9a9001e2e2c1b45d7c5df,8.0,8,G6,P10,S34
9a3f4fe003eed1b8082ba8eca37fd63e3171dec1c035044f73bd736884109cd8,4.0,8,G6,P8,S21
9a7c20f6bdf63a167d6ed70c4665dd390f0056b1625230cbe84912930744a5f1,8.0,8,G6,P10,S46
9b0ae11cda8639d0174ec1b86f7501f98744c4e3161274865994ba117acc5e5f,8.0,8,G6,P10,S21
9c1bd21746f7305909cd231cedef9bbdb69d8b7ee043cb0d9aaa94057d11bc09,8.0,8,G6,P10,S13
9c2f9feefaae4f5153c471539ca3047825b9fd62847a9402a91d45b2ad0aa285,8.0,8,G6,P8,S30
9cea6cc00c5b272dc52f3f7e833c35175ac3f7db29a32c6c6b0720e3da78fac1,8.0,8,G6,P10,S44
9d54ef2660c9109e3cb192915e9f8e07b7116f5d3d9b96d936e5cf77e1158cbd,8.0,8,G6,P12,S4
9d69a783a01c6db88c55f737e2f7ad261c595e75e48a410df775725b34ce0b43,8.0,8,G6,P10,S6
9e878653f826b61742e1c1ec6c747f306f85631b9ba207ff259cc8e1a6fa37d1,8.0,8,G6,P8,S32
9ec8461b567bd7e88370f8279bf74d1259a6831554727aa490cbda7f0154584e,8.0,8,G6,P10,S45
9f85e0437cbe9406f0d1d7aa619c2206a50cd2c0e4fae843f40bd2a3b3615ea9,8.0,8,G6,P10,S23
9fc930519bbdf64d1ca191e64086bbae71033179535d10d509618e6074ecac96,8.0,8,G6,P10,S48
a020d931ae4ff8b33e4b9502cc57796b453fea588e9eea1c734e63bececd8b51,8.0,8,G6,P12,S3
a025ab7ce00727e5376f66810864bac354661210da90db64c73da304d0ba58a3,8.0,8,G6,P10,S37
a066da5c3ccb07e65516f61dac9c392eb8b5eceadc4234addc237afd201628da,8.0,8,G6,P10,S26
a0a275dedb2fe8a9c72ab8e6e181fc427080cfbcf5138525f8da05613c02d379,8.0,8,G6,P12,S17
a0dc8032f93815eb63f679376cf25cdf07fe590228b36e801cbc5c74cce96af0,8.0,8,G6,P8,S30
a0e30dc4202875ad1a53cfc0d3856afdbe1336e397c5e797065fe737aa54c85b,8.0,8,G6,P10,S12
a155b690e0ec1e1ce44124255c5f492144ce1e494cba58e5dee827d26eab31a9,8.0,8,G6,P12,S28
a16cd30e223edbb3835cf7bb0ac1ae50db23286a3d8d3d1bbabf054ccdd711cb,8.0,8,G6,P10,S18
a17b295ba21ad414a7313b1d6c0c7c45be7cb679b78134e7f7e96256a751a9eb,8.0,8,G6,P10,S45
a180188a970666a19ba3cca589f1300dc2c3461c7e116cedcdbf0d9f07c99a4c,8.0,8,G6,P10,S31
a1a2ef5f2d2db8abe8f6e85ecd8efda84414e6707bf232b28a5e2fac72ef8c1e,8.0,8,G6,P12,S15
a1b9f6d476c92bafac82fc68f527955ba57725d484015f51518a87ef84883fe7,8.0,8,G6,P10,S21
a1c59ce4eaf78b384f134302aab90eff1815aad7059e67796453dc498f98f76e,8.0,8,G6,P10,S5
a1f6ac33467c2543a7b95f6deb45baa73cd58ecf85315e5bb2a594d050c9b12d,8.0,8,G6,P12,S3
a203096fa4288e2f091a27321ef73e2e71c2b65a985d6f25c260079bcf6878b1,8.0,8,G6,P12,S26
a218bd2b2c1ca210b4639562ae8c5ba218f09492271d0f48c8dca00f9f51247e,2.0,8,G6,P10,S28
a2b4c28537374cbe427d9e2460e975d704d70750a8568365a5e9eff663187e0e,8.0,8,G6,P12,S13
a379453a4c462f5dae4a09d717b862a2de74316e4d248f18b565e14b1b0f49af,8.0,8,G6,P8,S17
a3fb3ed5f80fb33f9966848866f42ac400811afff7f8cd86b6016a800c916e4f,8.0,8,G6,P10,S23
a4b59b5dc933c1f1745cba8af8ac5ab1a3db6b910d57b77b7db3594954a91508,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
a54f1760769a38800d10de647af035a16a2e0252ad2eecc71fee26daeecfa82d,8.0,8,G6,P12,S27
a553e03aa841d00357749015acd9c60f4a4e2d5b0a36af4afabf4a1cee690cfd,8.0,8,G6,P10,S31
a59383ef4ee5ad681ea537f891cc6ac79ecfb8ad70149eb6939cc5e2e4c2c25f,6.0,8,G6,P8,S18
a5b7326aee749812fdd5f5f024ab60adf743f8d11ac91462b6685222e36accf8,8.0,8,G6,P10,S22
a62b31fd4f9d8c9c630ee5ea9438a389575eb899a7af7ebd506ccd849bb3f5ff,8.0,8,G6,P10,S31
a676b9a366d7a76c69554b6a380bc961c8c2e24b1a739bcdb10ef70ad40885b8,8.0,8,G6,P8,S22
a692a0fae62b2b2040cda08cca5dd1234a9d087ce081839ce6ee9d9c2ee034a1,8.0,8,G6,P12,S12
a6d1d55b20c4e8985353990e2ecbd863473228512c9ac5d3361bc517e454c471,8.0,8,G6,P12,S10
a7693ce4a0147d485a9810a9b9e006e29cec3bc85db0572a98320b0f9f35eacc,8.0,8,G6,P10,S1
a7803a8da6c0a1b962ab40276cad95670e88db401491c042546022520091ef99,4.0,8,G6,P10,S7
a7c59c91e35e938d4b0d983d353c63c7091f6bdf83847f03503a88f7d1cb6243,8.0,8,G6,P10,S26
a8cfadc1a42a4ca0b663f81339f8273f12fe915672ac94469fc8b1e3a852c86c,8.0,8,G6,P10,S43
a94bc6be7b52883fe5e741723dd5af2015e593a0b994234b43c3a213055254fd,8.0,8,G6,P12,S13
aa40495c9bf072dcdfde158e4d81bef724f214c9d76994412465df0fa81eb8cd,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
aa72174f34c6ede04b98626beb1c8a274124701297b98fb4805c780e64c59a4b,8.0,8,G6,P12,S25
aa8300b5aaec2144c7e17aa2fb0fda24d510ca7fd46b34cf89e449c048a84378,8.0,8,G6,P10,S5
aacf5800768158acea8bdcfc20fd2527fe00e908a2a723466457630672ecf634,8.0,8,G6,P8,S21
ab559093f651dee72565585fb5ea24aa76731d99a7b6052d3681e786ae4c9868,8.0,8,G6,P12,S32
ab7aceaab7625fb05eaf1ca440bdbf085211cf2daf076631ef3a10232fbdf568,8.0,8,G6,P12,S31
accb9eefa51a5f2aa6b524ad0e3e02077a9979d2a5461d031fd423be07b91a67,8.0,8,G6,P12,S32
ad51e5ff004f5eba6638ce06f446493998032c38905a93d72669235c9d5b70c2,8.0,8,G6,P12,S7
aebffeb941d90e63ff4de2a0f98dfca96f07112adf82689445caa5b0e8bb2aa8,8.0,8,G6,P10,S19
af76c58f8533b673a3641b5a8bd7bf23a96a725ab4a291dbe5902b0e9d80d941,8.0,8,G6,P12,S22
af9a3a6d70eb050ff40c1f3e5270ad4d8a94ce50cdd6a4198278f9020628e978,8.0,8,G6,P12,S2
b03b815333feb318c0d2354b47876ced5e866c05169b2566158199b139e7c907,8.0,8,G6,P8,S32
b067d880af9e03b751d83b46d1800a25526558eec09172e26944edc71a2029cc,8.0,8,G6,P12,S12
b09ad7722ddfd9b80ae1fe6a7c16a25630adbbebed6ff8c95dd8a1f6b729d577,8.0,8,G6,P12,S13
b0fe652fa77ab70c36bd93eb58c865e08d84f773cb0a2e8c03f9b6e4beeb779c,8.0,8,G6,P10,S8
b16ece5510fa30e38cf3f5d64c47970726df1e7b2010287234c4f5e7379c1cb1,8.0,8,G6,P8,S29
b1c64e4b251ac1f7df1b3d8ee533ee2718987188022372a358c354b23d915126,8.0,8,G6,P10,S38
b364a78c153a5adcb4c38eba982c0419c63876cb9c6ffcca15c795e030843306,8.0,8,G6,P12,S13
b416adf18d948df7dcf945ddfae1e092cbadfdf4326bcf7bcc93f6de68a83e97,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
b48da2d5cc84099dd0067ed4a358dacc4071a96d92094f5983eb951b081224f5,8.0,8,G6,P12,S20
b4aff3a5011f6958370e0957ac11316d7f8f63980d86f96f18a1f65221ee6075,8.0,8,G6,P10,S15
b59f5c69c027fed69301bc5b39ba34436717cc1e4b3e152fa036e78dbdf69813,8.0,8,G6,P10,S40
b5af5efe16e8154d8843cbab364aaa6e2b3816fad09181613e499d8e1995ae02,8.0,8,G6,P12,S30
b635a4bee954cbb4643ce91d47f7e0d39ac28c28274a0e9ac7c6c9f245cc1a8d,8.0,8,G6,P10,S5
b685401268ce3cb7eb376021b2c07ca4ecdc34c871638c5454009a3b774aac9b,8.0,8,G6,P12,S6
b68b4e25e320d0361d2a4c143599cc803858405142009b0d1a393bd8495a587c,8.0,8,G6,P10,S19
b6c612e40f79cc376b74e6a39b70bc8bda90411a1a1d8fc5073dff79e14fee08,8.0,8,G6,P10,S34
b74bf508edf922b65563670a6b23667090634f74aca49fa7a8fcd3713ec72d53,8.0,8,G6,P10,S10
b76ac6084c8c744c857ade8812d0d31a0ae2fdd4a2a5d05043062ae9506219d5,8.0,8,G6,P10,S41
b8468a54d950b7d609cdb8078b01711fc8c41c4d101e5780dff12a9e7af0e4e0,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
b873ccb842b2844c7d5c5f22152699fa16284c97068ef9de9e4ab30b4849984d,8.0,8,G6,P12,S27
b93726e7cb1c41e9e3cb5979a7f75d04acf27ef0aca0681ae460b7293f3ed553,8.0,8,G6,P10,S35
b9564dce87ac9622434a2ef9de5c5b587b266b97e352b2567d5943b3e21c6442,8.0,8,G6,P12,S9
b96aca32536c3b750f19c518373e3e94693745d93c65ad71a25d20faf5a7d2ad,8.0,8,G6,P8,S30
ba7b0fb76bab2bf53a4a4870f9ac947386f161ca298b742d4934fbbf39193526,8.0,8,G6,P10,S23
ba81b1c9cd9e168bd370393124ad3058f5da807e5f4d8a4ec830e72152ac969a,8.0,8,G6,P12,S29
