host_ip,observed_max_gpu,capacity,DSW,PSW,ASW
ba939f657636d3ef4b312a020d590b000f903c0ce2025d7ee0882ac1b4ba085c,8.0,8,G6,P10,S4
bb42e5c4cad9d1dd8c70f8b1b65d236a02dcf498915cf35935e76944fc83d717,8.0,8,G6,P10,S39
bb7e5a622b6e4529535396da2fb4f160b8a534f128d468020b542f4a431419be,8.0,8,G6,P10,S48
bcc0dae63d1ff67c7521646b8eb860715a3af6502c476d14dfcf5ad61cc96ef2,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
bd34dd638fb06406d1139bd6dae38e6e2a2b90c65602789fe45d9d0b87ed42b3,8.0,8,G6,P10,S22
bd59609dc13bbfcfcf7eca0e55093e10b82791f1654f959ad4cd6b7fffe0733f,8.0,8,G6,P12,S31
bdda5331f4ab2718c9224e8b9630c1ab6c72fb63bd4d1064e243b1a2a1f9fec9,8.0,8,G6,P12,S22
bddce88da93214d85b2d80ac6cc7866b25136681edb63eeb4b6cdb747ca69dce,8.0,8,G6,P12,S15
be5932d89b077e0ce978fedfc04b198602316abeed3521cf7266f74a04f06909,8.0,8,G6,P12,S2
be7ba899ab29658d44611a7332f845d459ad6b61034cdbf4597b4e518c0d7923,8.0,8,G6,P12,S24
bfe5c8683ed600a0af3e133758cc8698e67d78ffb58c6c50a9e1305d5f4248ac,8.0,8,G6,P12,S30
c00a6796e81c5b1ae27121cc93075b3e26326835e1eea9c9ef6dfefad4a247d7,8.0,8,G6,P12,S19
c087bbb7dd75e671a7fede8da95f688e9b4f5545a709837eb5241d883fb35d36,8.0,8,G6,P10,S13
c0a16b16f8d8797a207fdbacfb2dac9eb85c57eb836512d6113a385c8f2e205c,8.0,8,G6,P12,S32
c0ec08b06f255614f3871b5d8208d758c0534007a694015a71663ef5639fb63e,8.0,8,G6,P10,S11
c1223086e23e49bc93f557bae128301298168a1a162a6c377696075c5c5fd1d1,8.0,8,G6,P12,S1
c20de951d1007bcfd16fea85ee99a3b38b9ce7cb4771371004f02de64decaab2,8.0,8,G6,P10,S7
c263ea70722fc0d9110654541a00a95b8aba4b9cd7b75218dc704f24b4ca2150,8.0,8,G6,P10,S46
c2b838e317292fe11cbf0188d25afaf57c3a0c2d2adac0fd30da0395c7f1178f,8.0,8,G6,P12,S23
c3d61f383c8a1f0be444dbde02879d6d6e0146168d1fee8c910c39b9840bf36d,8.0,8,G6,P12,S19
c42a306f06b3ac4d112efc022ff3b22fdcd63c7e73cadf93521311f343e92dde,8.0,8,G6,P10,S30
c4d9a0e2c4540fb5c25a378d1022a19d534edf49987dcc1bc7c08fc5bf130d9f,8.0,8,G6,P10,S16
c53f2753adbe23cf2e7f16f09ac2971bceb9ea3821fac8bd24de44e19f900f09,8.0,8,G6,P12,S6
c578d013f21f780a4dbead8c397913ba8beefbd1acc3524dd62e031e89eee499,8.0,8,G6,P10,S24
c61a2c28fbbf2d37e530629d0ff624b7bd55aac8c30b66d44e8875cfdf18833a,8.0,8,G6,P12,S17
c6c14d5c949b1a33ee97b6ff5bb5981b1b4518a9b914ad1ec082c8e6bed7c012,8.0,8,G6,P12,S9
c7b50657ed4b9fbc1588f88dfac2ee7aa7267604efacfa9ca6fef5d08ea76a1c,8.0,8,G6,P12,S11
c8eb3f19b46759a70f7ac6e12e4429a1fe083a4a5161df997f24c4a899ef865b,8.0,8,G6,P12,S28
ca73fdc6a9d3acec977c640a2c8db9a16ecbc6124778d383685ba98b52cba640,8.0,8,G6,P12,S4
ca9967d9f91babe0b38af74a523e674eb45bc2b2c11025bdee22387fbee2604c,8.0,8,G6,P12,S16
cbfc33ea440d4d1980f19e8d9e599f9987c38f048235747cebe9d796f66bf339,8.0,8,G6,P12,S14
ccbf383cdfbcd32a4bf02a78ced260efbb305109986f3e4f27f5b0930d5223c7,8.0,8,G6,P10,S40
cd3078ffce53fad1101176a56e4c017dab840e5577a348076d855a0c3fa20ce7,4.0,8,G6,P8,S27
cd9d21fbf25470fdf8eaaa25d8ce9200f2ea1cfe25523eccdef5d2ec25313b3b,8.0,8,G6,P12,S25
cdd187621fe797450213170ad59d0ac938ee78f3d9116783cdbc206301d9eb9a,8.0,8,G6,P8,S29
cdde665bd356489e9bd8c4a54a7211a85a9d384bc4cf825d1b734a7bfd5f2db9,8.0,8,G6,P10,S16
ce9a7a6e5835d3748b52545a266d7abaef500c5c4fe07dad59ba7ba92bb2d129,8.0,8,G6,P10,S32
cf2496cf6020b1e328de553e438e1f2ed3aad7d9905be0320ba23cebe52ed8a5,8.0,8,G6,P12,S6
cf81de700bc2569d9c9519aaffd13af1002a9efab9c3fd3d75c3442659a217fb,8.0,8,G6,P12,S19
cfb181098754ee76afe9c88536bfb0b9e1a16007d43f696ff37d46e79ccde562,8.0,8,G6,P10,S19
cfd3b2c4ce431581d689190eb33b3ff79109ebe2eace287280241bb59ba05a1f,4.0,8,G6,P8,S29
d076479f4b2fc86e72366d9a9f7877a7e777cfeca69a424d44f9ab92170ddc95,8.0,8,G6,P8,S26
d09515e09d5bfbb19dd63f62533e0d62e6d14a7dcc196328f7d5249bbea6189b,8.0,8,G6,P12,S9
d115409413ba75561a97b1af64cd43f65f44529845596e9572f851d0c5a06393,8.0,8,G6,P12,S11
d1850d03983b89d929054e00bcfebdfc7c3ce8f336040f296a8a916b3d48c7dc,8.0,8,G6,P12,S9
d19ff4ece58f71d7e519fdd56e8081846e39c58e267db7f07d5a02ed1cfc4ba8,8.0,8,G6,P12,S3
d1b70dcec909ea5020dbd427b1305cac807619679a49ca0bf320e7697f00338d,8.0,8,G6,P10,S35
d20aa104d3c54344333e06b6f13980bd9fd2aa1e787d5626623e8a1224d6675c,8.0,8,G6,P10,S29
d28638a47399936bc088a6728e7e3a7ea53f086b260f8d9f7c44c63cd7780bed,8.0,8,G6,P12,S17
d29e05db52ad2e7af6c0965d684872a4bc47d13b7d9e0c186f21bc8d6382911c,8.0,8,G6,P12,S30
d2c776d3ce499bc4cb31ea83cd579f078a2cdd9f7fd8b53e111d5636ca918a1c,8.0,8,G6,P12,S11
d37d038d45afbb0d58d4fbe9d5b03ae408c8c13eb8ed140eda44ff6bc69e120d,8.0,8,G6,P10,S25
d3cafedecb9431972b30af5ec4f5f5fc8aeae4a355673f47ce69aa9c7dfd3b0b,8.0,8,G6,P10,S16
d3d885bfe2f51d4ef9ef3620116418da6596b56489923f5b3234c1b3ab338db3,8.0,8,G6,P10,S37
d440ad3cd53184545eaa732276c4e916323f01e4d299e6d0d5a3fb9a46a5ac85,8.0,8,G6,P12,S7
d4856d9c39560eb2badd0dfd6b6d10f93dccd25193c483a01bbb2734c524b1b0,8.0,8,G6,P10,S40
d4d002b999b5b56a0d507033c026e3a3a6012dec8415fef0f780912dac03b275,8.0,8,G6,P10,S31
d502fa6eed81424f65205fa1ed1e11c3294772246a25c439fc9177083e716036,8.0,8,G6,P12,S20
d51a06e851b40c8157dd571e9bcdeb20b7787a9afd0463a0664349c15152d365,8.0,8,G6,P8,S31
d5a28ba674d9179ad1020e1610fd9218a192e94f6221469bba75b2b1ec66ed20,8.0,8,G6,P10,S15
d5e42b9ddc64d8db6db800942555414775a8a6ac139414781a0c59e27d94581f,8.0,8,G6,P10,S14
d6a51330f5c33e4be106ce33f857c83bf1050bcbf86f769c70ac79f475677548,8.0,8,G6,P10,S25
d6c91b5dcc4cb932ddaa35d6bc48342d234b0780675dababfc83b36628b90e98,8.0,8,G6,P10,S42
d7395bec6421bef613cd7af17388ca1d8505e70cfdcdb5448fe7b6750e668fb8,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
d7f6edc3c9781b917cef21e1abf7b39b5873e240ba2839b62dee63bcd4adcacc,8.0,8,G6,P12,S25
d844201d61a6b954e2ec53d2e2bdca789de6ed3f7a443fae1b24ae376337e966,8.0,8,G6,P10,S20
d86cbc4194c9ddada84ef36c6c288616e4781f7935963868b285c55361e76dee,8.0,8,G6,P10,S12
d86ebc4e77ef9c3a75a22849fe83c6cabc5775f82c3e8acacf07c9347d2f8306,8.0,8,G6,P10,S16
d88e21bdd9dec34221a6330a9721f25d11632923978a259992cf18bd83670e80,8.0,8,G6,P12,S27
d90041e70d1ac15704f87b7f4ac5ff8a8d66b008509edf9506fa061c7fd8db26,8.0,8,G6,P10,S16
d9c651cff3f70b383056cdc241cfb536a44df8037884988e038ab92be821fa84,8.0,8,G6,P10,S10
da8d8afbaebc318bd083147cc80278042c28759dcbbb72bcac86b6ced44342fa,8.0,8,G6,P10,S46
dab980968edd61e2b0268c2dd207463a6be6e526b9e122b3cb45ae7740267f6b,8.0,8,G6,P10,S22
dae8e41a6f16251c72b3d33dc7bf98db21eb03e8dcdf931141001d401434ad43,8.0,8,G6,P10,S5
dc0f649ee2400d6bb075b37c0e918bf5ec15b1a9828bdb7253c5eb415c91bbea,8.0,8,G6,P10,S12
dc249dd91ed74a0bf4f9e967ffce721bb05b127328f3f6c1e71b6220e10b9fb7,8.0,8,G6,P10,S34
dc5cdab108adb3d9a4154b149ab0257d56883304fc6016f2eb108e284b693673,8.0,8,G6,P12,S10
dceb59f05a8be75ab2b218c654001cff1255bf88d6256d5157eeac1581b51843,8.0,8,G6,P10,S17
dcedf5b501beb75582eefeb4627b068f324c5342b179866dfc751669f3590400,8.0,8,G6,P12,S25
dd47214765f0e6be3e085f8fedc8a43d83c92f5c5ba259b1d836ab9db98d47f3,8.0,8,G6,P12,S4
de066000e5c03105a4019f76f2b9b0c68acbd8d799d46936b7d9d5cefb020b4e,8.0,8,G6,P12,S1
de143bd016f3d99371a25bc2cc0af6c22f66850bacd9ed287b8da74b293c1669,8.0,8,G6,P10,S41
df04c888c76d0b9866770bbf3b592a5e530fbba8e36eb90be1480368a218c98d,8.0,8,G6,P10,S47
df383ac83cd642bfbe84761df1ffe089e27a2dc93a8857f34f6c7be00aaa0a23,8.0,8,G6,P10,S23
dff008ec40ff0277063879a26fe20839dea357546f8431e86ba314804edf4e27,8.0,8,G6,P12,S23
e02bbdfab3ebc4aa4df27fb765a565932ab05956fcb0e3168379930ea616076f,8.0,8,G6,P12,S5
e1279fe5ea9bf570ee98ae13266fd5415809a4bfa43cc289a1b8b3ff6ca521d8,8.0,8,G6,P10,S17
e1641bb2d388351fcb11147a53eb88225579e6576670864f446c00c15ddab05d,8.0,8,G6,P10,S5
e177d2c60169dbc1aea41f8188284d6be84f130f8df6c5af88cd568e10fbfb6a,8.0,8,G6,P12,S11
e199260287d3971e33798b12b5d9d4d75b36cc78972887f57bcb4e03894773d0,8.0,8,G6,P10,S46
e201639e9aca5251786008153bbba34eaf87971051c29fec3635cd01e81553ed,8.0,8,G6,P10,S12
e2c7a6100caa07c606e887fb3d2d3356f5e43749b0c8d20578cdd85eff3bd815,8.0,8,G6,P10,S18
e3038539b9fc41eb81700d2bef4d67a017cb55c2bd21d534b31d429f95938fcc,8.0,8,G6,P10,S6
e36a4be9358019965aeb249c217cdb96187b15e10de7f1e5a793b6ffb8797bbb,8.0,8,G6,P12,S3
e3d5bc4e1f970408947b9b1614deea2d38de1afb9a8a60d396ecd92f00d778ac,8.0,8,G6,P12,S1
e44a65ef56929d9d90d4731b1d49fcadf130fe797fa5f71eb764e20d579a9c09,8.0,8,G6,P10,S39
e53d0dd074930764511f0b314f80620001f7e70bb654f4f3cf5b13c57318a523,8.0,8,G6,P10,S48
e54ac52e0a92fb68ee9012bb5c40d80c38e79c11cd54025285d8338c5ce73c19,8.0,8,G6,P10,S18
e5d61c73ca5c010c36be4ebe0071aaf238ae70e57b12d57b669bf59ee17e8df8,8.0,8,G6,P10,S25
e6253e7498ffc82495e7e8fece1165eb042dabe450383d2d6cf574fe53bb084c,8.0,8,G6,P10,S5
e726f0cc17c6fda13e32b3165c8e280ac11c643305d2f2c95c0172e04dfd1c80,8.0,8,G6,P12,S8
e73740a9edacec752b563e6404093da820a860adf0f3d2cf93c0122fcf364633,8.0,8,G6,P10,S40
e7b90e37daab18f014e56ea20e717073814f483f75450aabcaeca1813ba74991,8.0,8,G6,P8,S26
e9c6d692342bad96f19c11ef4ace75753c6ae6af926e55445029a7a8f4b3fabb,8.0,8,G6,P12,S23
ea3ea794a674622df689bcdc507ea949a5ba8014aabf9722675edfae8d3aad78,8.0,8,G6,P10,S24
eaa7b052c64594d6f3780e37ad1984123154900739e6ff7340a7bd0e6541b8bd,8.0,8,G6,P10,S29
eb831e7d4b677241230cc7c64d53342ba3a097a3f35cf2ba063a8e0997df6bd1,8.0,8,G6,P10,S8
ec1acc181df0e77f78bcb7881da60116ad0b1b861d816b8da79a4d08a0b8915a,8.0,8,G6,P12,S16
ec3258566c3cb6eddf6249823c33c22fc3810e751dd945035091633fc45680a8,8.0,8,G6,P12,S3
ece3e5b77a02ba5f727d1bcf96bc7667b738175f3fec3941240f2bd353f4663e,8.0,8,G6,P12,S7
ed169ef76b11477e4c97e282e42bc7f601c871563cb6acb072f866516ed65661,8.0,8,G6,P10,S41
edcf1474ff46f77bb32dcc568122f32237322ab75d3f7278c239fabe5b493b57,8.0,8,G6,P10,S20
ee4946ed0595645e42fec209539f0414f9708196e6f9571d667c623f46f1e7aa,2.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
ef2ac9c875350d1c40e5832ebc4aa05c4a0bb33c198b3fd8618bd27bec4fc9dd,8.0,8,G6,P12,S17
ef668f642a7b6de6e96d497ea4bee0398b9eb2fee8561c0282dd890fbf052139,3.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
f0033194257bb7a29a4f81dc72b60af5730a14d299e6ce2e85c455f981d758bd,8.0,8,G6,P12,S5
f0d68a7457ee86cbebec3a700684f792f619bb914efcfaed9e26e3f3298ebe23,8.0,8,G6,P10,S46
f0dfd5ec649fe8c1b299019c3015bf6653cab50612763830841c176f9e653414,8.0,8,G6,P10,S44
f1242925ad67996f89a4f94f73995a32ed0e43bad57e05a54bfdda5065bc7558,8.0,8,G6,P12,S27
f16047338ffaa87fb26bc65f58bc16ae532d823a32684dc94559b29180e5dc99,8.0,8,G6,P10,S30
f28208ec311f38d2a509711e4ad6802b27867e60c4035f12a1d8f975d2a57897,8.0,8,G6,P10,S14
f3334eac32b9be67ae3c32edd33e96ba095f8d790a2c7a6b456fd0501b12e5b3,8.0,8,G6,P10,S20
f35c410ee3aa2ade3a9200d453d8072f2e04920186f756426fba2f2ee29020dc,8.0,8,G6,P10,S19
f4450a52ab00519d39c3623ba8e54a3887e7cbdb488a2ea5f8687b0d31c24c80,8.0,8,G6,P10,S9
f4651725ad129c5abfad7bdb3bce2324a08e33a0f83bdd84a19eb836a3cfdfb0,8.0,8,G6,P10,S2
f4b89eea3683c8bacaa91dd7bbf94f0f33562ccfa71d9641b0e443846b120a8d,8.0,8,G6,P12,S16
f4b98b3ffa2ae1d98c436c0bbd48f0c9f8073a3c2f37659528641cb6d70004ee,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
f4f50d7ede2fa2e3e755911de81bb0ba0b96c4ee7487b5233ab05199f7c14e12,8.0,8,G6,P12,S27
f5b5872f87ec707929d7a68223a1a825cb84a6199d66f56eb540be42e0b971f5,8.0,8,UNKNOWN_DC,UNKNOWN_POD,UNKNOWN_RACK
f69a2babf7debbc5744d6e28d0bdfe9dc619cc671e8be6dbe7812c9754a1ccff,8.0,8,G6,P10,S4
f7316bc221609e2126e57b48ce64cd26a272ae7bbdaa5727bb6b2e0796e5db29,8.0,8,G6,P8,S19
f83df0266f9bc4a5d831f213940b810a58cc78fb0ac8a4da28e38f09476ce4fc,8.0,8,G6,P10,S48
f8552e983570e3e726e859e96b1153eab947cafd96a6302cad220fe24fc34c6b,8.0,8,G6,P10,S2
f89855c6a40c7490c9ba3273a9f65e5d131a733bdc843cf30cf25f77f14d3b49,8.0,8,G6,P12,S24
f922aa1ac4b53cf7022f52cb2cc76e00928952a1d0c1ff3411539502566862b5,8.0,8,G6,P10,S42
f936e1f83333640111483944d5d1abddb2b15bf58de67abd412c67bf8fd570d1,8.0,8,G6,P12,S6
f9e625f3f4d2a4c9f7bd3566d848ba3fae7edcdbb8e2b4d8498fa44bf2118387,4.0,8,G6,P8,S28
fa7fbe71054aacfa4201706881a08dc1645a08ade16d1d9a6e4a30fdfdfd068f,8.0,8,G6,P10,S2
fa98e9d46c42350ddd63f5415bdbf08ed803244d98ab6a0ea3bde17b7c9b4606,8.0,8,G6,P10,S8
fab59080107e70378d0df5108938b457412e233387ef9382bbe65013759860e4,8.0,8,G6,P10,S27
fc0cc256770dbbcf7f24f03550352895f824f52ea6997a34d8212ea33a3779b4,8.0,8,G6,P10,S1
fce38a8a7715e54f93cbf92879e24aed27e140c0bbc43f546ec096b2b96a93a5,8.0,8,G6,P10,S8
fd1a5039bed9182849696d9665be0cc6599a60b5d9170a1c2f6c1cba15d08dd2,4.0,8,G6,P8,S19
fd4b701dea2ba67588a8690423c602ae56ce64a19d5356b0f79ea596db01f428,8.0,8,G6,P12,S26
fe852c8659c416cb83b5f3b4c3ef06f4731f5f2627640850252a8c0d2ea44c5f,8.0,8,G6,P12,S8
feda0fc6e3d58be7faf97013e08865bc793816852c7a70c33b187444a1878e59,8.0,8,G6,P12,S1
ff597b6733dbf7e82e61ed61084ea0e90687a9b31ab4f47bb1a17143dac6f5fe,8.0,8,G6,P10,S14
ff62ab904eab4f884bdba1cac0b9b091b7cf770884972192c3c2b6b4d843c12f,8.0,8,G6,P10,S33
ffce801cad514ec7adfe2ea0a37c1257480da9733a12169354ad3d0e612bc68d,8.0,8,G6,P12,S14
