n_hosts,policy,mean,std,ci_2.5%,ci_97.5%
120,Oracle_SRPT,141.01067860772358,27.941823876045667,96.41501676829269,206.17789824695114
64,Oracle_SRPT,617.6602388211383,203.96226098579552,205.59084336890245,1004.1665053353659
