n_hosts,PredSched_minus_RF_SRPT_mean,PredSched_minus_RF_SRPT_ci,pct_reps_PredSched_beats_RF_SRPT,RF_SRPT_minus_Backfill_mean,RF_SRPT_minus_Backfill_ci,pct_reps_RF_SRPT_beats_Backfill,Backfill_minus_FIFO_mean,Backfill_minus_FIFO_ci,pct_reps_Backfill_beats_FIFO
120,1.8825629573170735,"(np.float64(-0.08100685975610915), np.float64(18.485293445121894))",28.666666666666668,0.03339862804878052,"(np.float64(-1.2104039634146295), np.float64(2.209026676829249))",44.333333333333336,-76.02575137195124,"(np.float64(-932.2239706554877), np.float64(0.0))",97.0
64,0.093915294715448,"(np.float64(-0.3641006097560534), np.float64(0.7792682926829297))",13.333333333333334,8.179009806910559,"(np.float64(-30.36856669207341), np.float64(69.03191920731696))",24.666666666666668,-3134.530616920732,"(np.float64(-5589.779997713415), np.float64(-484.1430766006117))",99.66666666666667
